"FullName","CreationTime","LastWriteTime","LastAccessTime"
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\.trashed-1787434100-IMG20260723162723.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:48:50 a. m.","23/08/2026 2:43:35 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\2026-03-04-165143739.mp4","21/08/2026 3:15:41 p. m.","20/08/2026 6:46:50 a. m.","23/08/2026 2:01:04 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0043.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0044.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0045.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0046.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0047.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0048.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0049.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0050.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0051.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0052.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0053.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0054.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0055.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0056.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0057.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0058.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0059.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0060.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0061.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0062.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0063.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0064.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0065.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0066.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0067.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0068.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:01:03 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0069.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:27:56 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0070.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0071.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0072.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0073.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0074.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0075.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0076.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0077.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0078.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0079.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0080.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0081.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0082.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0083.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0084.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0085.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:36 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0086.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0087.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0088.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0089.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0090.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0091.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0092.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0093.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0094.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0095.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:24 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0096.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0097.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0098.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0099.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0100.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0101.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0102.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0103.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0104.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0105.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0106.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0107.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:20 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0108.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:19 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0109.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:19 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0110.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:19 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0112.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0113.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0114.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0115.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0116.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0117.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0118.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0119.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0120.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0121.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0122.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0123.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0124.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0125.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0126.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0127.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0128.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0129.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0130.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0131.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0132.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0133.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0134.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:37 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0135.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0136.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0137.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0138.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0139.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0140.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0141.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0142.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0143.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0144.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:25 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0145.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
"C:\Users\gonza\AppData\Local\Temp\taller_forense_movil\CASO-2026-002\imagen_logica\DCIM\DCIM\Camera\IMG-20251207-WA0146.jpg","21/08/2026 3:15:41 p. m.","20/08/2026 6:47:21 a. m.","23/08/2026 2:43:38 p. m."
